timestamp,open,high,low,close,volume
2023-03-31 13:35:00,130.2400,130.2450,130.1400,130.2100,34979
2023-03-31 13:30:00,130.3000,130.3000,130.2050,130.2200,32475
2023-03-31 13:25:00,130.3300,130.3500,130.2900,130.2900,27315
2023-03-31 13:20:00,130.3800,130.4000,130.3100,130.3450,22036
2023-03-31 13:15:00,130.4000,130.4272,130.3300,130.3700,15515
2023-03-31 13:10:00,130.3880,130.4400,130.3300,130.4200,28491
2023-03-31 13:05:00,130.3400,130.4000,130.3400,130.4000,20996
2023-03-31 13:00:00,130.3500,130.4000,130.3100,130.3372,25474
2023-03-31 12:55:00,130.3900,130.4693,130.3332,130.3600,19547
2023-03-31 12:50:00,130.4561,130.4800,130.3100,130.3900,24449
2023-03-31 12:45:00,130.3800,130.5350,130.3500,130.4600,30348
2023-03-31 12:40:00,130.4700,130.4900,130.3700,130.3900,29375
2023-03-31 12:35:00,130.3800,130.4900,130.3800,130.4800,45633
2023-03-31 12:30:00,130.3443,130.4700,130.3443,130.3800,39114
2023-03-31 12:25:00,130.3550,130.4500,130.3200,130.3500,27859
2023-03-31 12:20:00,130.3000,130.3550,130.2800,130.3550,12776
2023-03-31 12:15:00,130.1800,130.3300,130.1800,130.2919,18554
2023-03-31 12:10:00,130.2450,130.2500,130.1488,130.1700,19072
2023-03-31 12:05:00,130.0950,130.2600,130.0938,130.2400,24983
2023-03-31 12:00:00,130.1700,130.1700,130.0950,130.1000,12948
2023-03-31 11:55:00,130.1600,130.2492,130.1600,130.1700,29336
2023-03-31 11:50:00,130.0100,130.1600,130.0100,130.1550,27112
2023-03-31 11:45:00,130.0400,130.0900,129.9700,130.0200,38566
2023-03-31 11:40:00,130.0700,130.1299,130.0450,130.0600,21406
2023-03-31 11:35:00,130.1500,130.1800,130.0400,130.0550,26280
2023-03-31 11:30:00,130.1899,130.2400,130.1402,130.1500,23699
2023-03-31 11:25:00,130.0000,130.1900,129.9983,130.1800,17039
2023-03-31 11:20:00,129.9250,130.0500,129.8900,130.0100,21286
2023-03-31 11:15:00,129.9000,129.9746,129.8900,129.9250,25852
2023-03-31 11:10:00,129.9200,129.9300,129.8600,129.9000,19829
2023-03-31 11:05:00,129.9404,129.9800,129.8800,129.9200,19993
2023-03-31 11:00:00,129.9900,130.0735,129.9500,129.9500,31114
2023-03-31 10:55:00,130.1900,130.2150,129.9700,129.9900,31276
2023-03-31 10:50:00,129.9800,130.2100,129.9600,130.1800,40397
2023-03-31 10:45:00,129.8800,129.9500,129.8300,129.9500,22599
2023-03-31 10:40:00,129.8400,129.9000,129.8000,129.8500,28814
2023-03-31 10:35:00,129.7550,129.9300,129.7450,129.8290,32066
2023-03-31 10:30:00,129.6700,129.8500,129.6600,129.7641,30538
2023-03-31 10:25:00,129.7700,129.7700,129.6400,129.6896,23752
2023-03-31 10:20:00,129.9050,129.9114,129.7300,129.7800,25282
2023-03-31 10:15:00,129.8373,129.9300,129.8300,129.9200,17321
2023-03-31 10:10:00,129.9000,129.9200,129.8200,129.8400,15093
2023-03-31 10:05:00,129.7800,129.8800,129.7500,129.8600,18739
2023-03-31 10:00:00,129.8100,129.8800,129.7500,129.7900,23914
2023-03-31 09:55:00,129.8450,129.8600,129.7300,129.8000,20876
2023-03-31 09:50:00,129.7700,129.9541,129.7500,129.8000,33220
2023-03-31 09:45:00,129.6800,129.8000,129.6500,129.7800,22512
2023-03-31 09:40:00,129.5400,129.6895,129.4200,129.6707,35331
2023-03-31 09:35:00,129.4700,129.8000,129.4700,129.5609,69175
2023-03-31 09:20:00,129.5700,129.5700,129.5700,129.5700,102
2023-03-31 09:00:00,129.6000,129.6000,129.6000,129.6000,1106
2023-03-31 08:45:00,129.3500,129.3500,129.3500,129.3500,770
2023-03-31 08:35:00,129.7000,129.7000,129.7000,129.7000,146
2023-03-31 08:25:00,129.1800,129.1800,129.1800,129.1800,100
2023-03-31 08:05:00,129.5600,129.5600,129.5600,129.5600,155
2023-03-31 07:10:00,129.4000,129.4000,129.4000,129.4000,260
